title,author,normalizedTitle,normalizedAuthor,occurrenceCount,statesCount,districtsCount,topBanStatus,topOrigin,sampleChallenges
In the Lake of the Woods,"O'Brien, Tim",in the lake of the woods,obrien tim,1,1,1,Banned Pending Investigation,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Infandous,"Arnold, Elana K.",infandous,arnold elana k,1,1,1,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Infinity Son,"Silvera, Adam",infinity son,silvera adam,1,1,1,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Texas"", ""district"": ""Texarkana Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Inheritance,"Paolini, Christopher",inheritance,paolini christopher,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
Irving Penn: A Career In Photography,"Westerbeck, Colin",irving penn a career in photography,westerbeck colin,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Is He a Girl?,"Sachar, Louis",is he a girl,sachar louis,1,1,1,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
"Isaac the Alchemist: Secrets of Isaac Newton, Reveal'd","Losure, Mary",isaac the alchemist secrets of isaac newton reveald,losure mary,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
Ivy,"Oleksyk, Sarah",ivy,oleksyk sarah,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Jack of Hearts (and other parts),"Rosen, L. C.",jack of hearts and other parts,rosen l c,1,1,1,Banned in Libraries and Classrooms,Formal Challenge,"[{""state"": ""Tennessee"", ""district"": ""Wilson County Schools"", ""date"": ""December 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Jacob's New Dress,"Hoffman, Sarah",jacobs new dress,hoffman sarah,1,1,1,Banned in Libraries,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Seminole County Public Schools"", ""date"": ""July 2022"", ""banStatus"": ""Banned in Libraries""}]"
Jay's Gay Agenda,"June, Jason",jays gay agenda,june jason,1,1,1,Banned in Libraries and Classrooms,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Joe Hill's The Cape: 1969,"Ciaramella, Jason",joe hills the cape 1969,ciaramella jason,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
"Jojo's Bizarre Adventure: Part 1 - Phantom Blood, Vol. 1","Araki, Hirohiko",jojos bizarre adventure part 1 phantom blood vol 1,araki hirohiko,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
"Jojo's Bizarre Adventure: Part 1 - Phantom Blood, Vol. 2","Araki, Hirohiko",jojos bizarre adventure part 1 phantom blood vol 2,araki hirohiko,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
"Jojo's Bizarre Adventure: Part 1 - Phantom Blood, Vol. 3","Araki, Hirohiko",jojos bizarre adventure part 1 phantom blood vol 3,araki hirohiko,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
Kandinsky: The First Abstract Watercolour Painting,"Zeri, Federico",kandinsky the first abstract watercolour painting,zeri federico,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Kid Lawyer,"Grisham, John",kid lawyer,grisham john,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
Killer Spirit,"Barnes, Jennifer Lynn",killer spirit,barnes jennifer lynn,1,1,1,Banned in Libraries and Classrooms,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Kindred: A Graphic Novel Adaptation,"Butler, Octavia E.",kindred a graphic novel adaptation,butler octavia e,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
King and the Dragonflies,"Callender, Kacen",king and the dragonflies,callender kacen,1,1,1,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Texas"", ""district"": ""Keller ISD"", ""date"": ""Fall 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
King of King Court,"Dandro, Travis",king of king court,dandro travis,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
King's Cage,"Aveyard, Victoria",kings cage,aveyard victoria,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
Kingdom of Flesh and Fire,"Armentrout, Jennifer L.",kingdom of flesh and fire,armentrout jennifer l,1,1,1,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Kingdom of the Wicked,"Edginton, Ian",kingdom of the wicked,edginton ian,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Lady Midnight,"Clare, Cassandra",lady midnight,clare cassandra,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
Layla,"Hoover, Colleen",layla,hoover colleen,1,1,1,Banned Pending Investigation,Informal Challenge,"[{""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Leaving Paradise,"Elkeles, Simone",leaving paradise,elkeles simone,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
Left Out,"Green, Tim",left out,green tim,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries""}]"
Leonardo and The Last Supper,"King, Ross",leonardo and the last supper,king ross,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Leonardo: Revised Edition,"Kemp, Martin",leonardo revised edition,kemp martin,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Lessons from a Dead Girl,"Knowles, Jo",lessons from a dead girl,knowles jo,1,1,1,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Letter from the Birmingham Jail,"King Jr., Martin Luther",letter from the birmingham jail,king jr martin luther,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Florida"", ""district"": ""The School District of Palm Beach County"", ""date"": ""July 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Lexicon,"Barry, Max",lexicon,barry max,1,1,1,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
"Liar, Temptress, Soldier, Spy: Four Women Undercover in the Civil War","Abbott, Karen",liar temptress soldier spy four women undercover in the civil war,abbott karen,1,1,1,Banned Pending Investigation,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Life in a Nazi Concentration Camp,"Nardo, Don",life in a nazi concentration camp,nardo don,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Life is Funny,"Frank, E. R.",life is funny,frank e r,1,1,1,Banned in Libraries and Classrooms,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Little & Lion,"Colbert, Brandy",little lion,colbert brandy,1,1,1,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Little Blog on the Prairie,"Bell, Cathleen Davitt",little blog on the prairie,bell cathleen davitt,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries""}]"
Locke & Key Vol. 1: Welcomeome To Lovecraft,"Hill, Joe",locke key vol 1 welcomeome to lovecraft,hill joe,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
"Locke & Key, Vol. 5: Clockworks","Hill, Joe",locke key vol 5 clockworks,hill joe,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
"Locke & Key, Vol. 6: Alpha & Omega","Hill, Joe",locke key vol 6 alpha omega,hill joe,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Lolita,"Nabokov, Vladimir",lolita,nabokov vladimir,1,1,1,Banned Pending Investigation,Informal Challenge,"[{""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Looking at Paintings,"Welton, Jude",looking at paintings,welton jude,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Lord of Shadows,"Clare, Cassandra",lord of shadows,clare cassandra,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
Lost in Time,"de la Cruz, Melissa",lost in time,de la cruz melissa,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
Love Lies Beneath,"Hopkins, Ellen",love lies beneath,hopkins ellen,1,1,1,Banned in Libraries and Classrooms,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Loving Frank,"Horan, Nancy",loving frank,horan nancy,1,1,1,Banned in Libraries and Classrooms,Informal Challenge,"[{""state"": ""Utah"", ""district"": ""Washington County School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Lush,"Friend, Natasha",lush,friend natasha,1,1,1,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
M.L.K.: Journey of a King,"Bolden, Tonya",mlk journey of a king,bolden tonya,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
Macbeth: The Graphic Novel,"Hinds, Gareth",macbeth the graphic novel,hinds gareth,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Magritte: The Human Condition,"Zeri, Federico",magritte the human condition,zeri federico,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Man o' War,"McCarthy, Cory",man o war,mccarthy cory,1,1,1,Banned in Libraries and Classrooms,Informal Challenge,"[{""state"": ""Utah"", ""district"": ""Washington County School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
